x,y,z,t
-1.54115,2.04988,0.0289651,26.47
-1.56194,2.03857,0.0288677,26.48
-1.58262,2.02703,0.0287714,26.49
-1.60317,2.01526,0.0286761,26.5
-1.62361,2.00326,0.0285818,26.51
-1.64393,1.99103,0.0284886,26.52
-1.66413,1.97857,0.0283964,26.53
-1.6842,1.96588,0.0283052,26.54
-1.70414,1.95297,0.0282151,26.55
-1.72395,1.93984,0.028126,26.56
-1.74363,1.92648,0.028038,26.57
-1.76318,1.9129,0.0279509,26.58
-1.78258,1.89909,0.0278649,26.59
-1.80185,1.88506,0.0277799,26.6
-1.82098,1.87081,0.0276959,26.61
-1.83997,1.85635,0.0276129,26.62
-1.85881,1.84166,0.0275309,26.63
-1.8775,1.82675,0.0274499,26.64
-1.89604,1.81163,0.0273699,26.65
-1.91443,1.7963,0.0272908,26.66
-1.93267,1.78074,0.0272128,26.67
-1.95075,1.76498,0.0271357,26.68
-1.96867,1.749,0.0270596,26.69
-1.98643,1.73281,0.0269845,26.7
-2.00403,1.71641,0.0269104,26.71
-2.02146,1.69981,0.0268372,26.72
-2.03873,1.68299,0.026765,26.73
-2.05582,1.66597,0.0266937,26.74
-2.07275,1.64874,0.0266234,26.75
-2.0895,1.63131,0.026554,26.76
-2.10608,1.61368,0.0264856,26.77
-2.12248,1.59585,0.0264181,26.78
-2.13871,1.57781,0.0263516,26.79
-2.15475,1.55958,0.0262859,26.8
-2.17061,1.54115,0.0262212,26.81
-2.18628,1.52253,0.0261575,26.82
-2.20177,1.50371,0.0260946,26.83
-2.21707,1.4847,0.0260327,26.84
-2.23217,1.4655,0.0259717,26.85
-2.24709,1.44611,0.0259115,26.86
-2.26181,1.42653,0.0258523,26.87
-2.27633,1.40677,0.025794,26.88
-2.29066,1.38682,0.0257366,26.89
-2.30478,1.36668,0.0256801,26.9
-2.31871,1.34637,0.0256244,26.91
-2.33243,1.32588,0.0255697,26.92
-2.34594,1.3052,0.0255158,26.93
-2.35925,1.28435,0.0254628,26.94
-2.37235,1.26333,0.0254107,26.95
-2.38523,1.24213,0.0253595,26.96
-2.39791,1.22077,0.0253091,26.97
-2.41037,1.19923,0.0252596,26.98
-2.42261,1.17752,0.025211,26.99
-2.43464,1.15565,0.0251632,27
-2.44645,1.13362,0.0251162,27.01
-2.45804,1.11142,0.0250701,27.02
-2.4694,1.08906,0.0250249,27.03
-2.48054,1.06655,0.0249805,27.04
-2.49146,1.04387,0.024937,27.05
-2.50215,1.02105,0.0248943,27.06
-2.51261,0.998067,0.0248524,27.07
-2.52284,0.974937,0.0248114,27.08
-2.53283,0.951659,0.0247712,27.09
-2.5426,0.928234,0.0247318,27.1
-2.55213,0.904664,0.0246933,27.11
-2.56142,0.880952,0.0246556,27.12
-2.57048,0.8571,0.0246187,27.13
-2.57929,0.83311,0.0245826,27.14
-2.58787,0.808983,0.0245473,27.15
-2.59621,0.784722,0.0245129,27.16
-2.6043,0.760329,0.0244792,27.17
-2.61215,0.735807,0.0244464,27.18
-2.61975,0.711157,0.0244144,27.19
-2.6271,0.686382,0.0243832,27.2
-2.63421,0.661484,0.0243528,27.21
-2.64107,0.636465,0.0243231,27.22
-2.64768,0.611327,0.0242943,27.23
-2.65403,0.586073,0.0242663,27.24
-2.66014,0.560705,0.0242391,27.25
-2.66599,0.535225,0.0242127,27.26
-2.67158,0.509635,0.024187,27.27
-2.67692,0.483939,0.0241622,27.28
-2.682,0.458137,0.0241382,27.29
-2.68682,0.432234,0.0241149,27.3
-2.69139,0.40623,0.0240924,27.31
-2.69569,0.380128,0.0240707,27.32
-2.69973,0.353932,0.0240498,27.33
-2.70351,0.327642,0.0240297,27.34
-2.70703,0.301262,0.0240104,27.35
-2.71028,0.274795,0.0239918,27.36
-2.71327,0.248241,0.023974,27.37
-2.71599,0.221605,0.023957,27.38
-2.71845,0.194889,0.0239408,27.39
-2.72064,0.168094,0.0239254,27.4
-2.72256,0.141224,0.0239107,27.41
-2.72421,0.114281,0.0238968,27.42
-2.72559,0.0872671,0.0238837,27.43
-2.7267,0.0601857,0.0238713,27.44
-2.72754,0.0330391,0.0238598,27.45
-2.72811,0.00582977,0.023849,27.46
-2.72841,-0.0214397,0.023839,27.47
-2.72843,-0.0487666,0.0238297,27.48
-2.72818,-0.0761485,0.0238213,27.49
-2.72766,-0.103583,0.0238136,27.5
-2.72686,-0.131066,0.0238066,27.51
-2.72579,-0.158597,0.0238005,27.52
-2.72444,-0.186172,0.0237951,27.53
-2.72282,-0.213789,0.0237905,27.54
-2.72092,-0.241445,0.0237867,27.55
-2.71874,-0.269137,0.0237836,27.56
-2.71629,-0.296862,0.0237813,27.57
-2.71356,-0.324619,0.0237798,27.58
-2.71055,-0.352404,0.0237791,27.59
-2.70726,-0.380214,0.0237791,27.6
-2.7037,-0.408047,0.02378,27.61
-2.69985,-0.4359,0.0237816,27.62
-2.69573,-0.46377,0.023784,27.63
-2.69133,-0.491655,0.0237871,27.64
-2.68665,-0.519552,0.0237911,27.65
-2.6817,-0.547458,0.0237958,27.66
-2.67646,-0.575369,0.0238013,27.67
-2.67094,-0.603285,0.0238076,27.68
-2.66515,-0.631201,0.0238147,27.69
-2.65908,-0.659115,0.0238225,27.7
-2.65272,-0.687024,0.0238312,27.71
-2.64609,-0.714925,0.0238406,27.72
-2.63918,-0.742816,0.0238509,27.73
-2.63199,-0.770693,0.0238619,27.74
-2.62452,-0.798554,0.0238737,27.75
-2.61677,-0.826397,0.0238864,27.76
-2.60875,-0.854217,0.0238998,27.77
-2.60045,-0.882013,0.023914,27.78
-2.59187,-0.909782,0.023929,27.79
-2.58301,-0.93752,0.0239449,27.8
-2.57387,-0.965225,0.0239615,27.81
-2.56446,-0.992894,0.023979,27.82
-2.55477,-1.02052,0.0239972,27.83
-2.5448,-1.04811,0.0240163,27.84
-2.53456,-1.07566,0.0240362,27.85
-2.52405,-1.10315,0.024057,27.86
-2.51326,-1.1306,0.0240785,27.87
-2.50219,-1.15799,0.0241009,27.88
-2.49085,-1.18533,0.0241241,27.89
-2.47924,-1.21261,0.0241481,27.9
-2.46736,-1.23983,0.024173,27.91
-2.4552,-1.26698,0.0241987,27.92
-2.44277,-1.29407,0.0242252,27.93
-2.43007,-1.32108,0.0242526,27.94
-2.4171,-1.34803,0.0242809,27.95
-2.40387,-1.37489,0.02431,27.96
-2.39036,-1.40168,0.0243399,27.97
-2.37659,-1.42839,0.0243707,27.98
-2.36255,-1.45501,0.0244024,27.99
-2.34824,-1.48155,0.024435,28
-2.33367,-1.50799,0.0244684,28.01
-2.31883,-1.53435,0.0245027,28.02
-2.30374,-1.5606,0.0245378,28.03
-2.28838,-1.58676,0.0245739,28.04
-2.27275,-1.61282,0.0246108,28.05
-2.25687,-1.63877,0.0246487,28.06
-2.24073,-1.66462,0.0246874,28.07
-2.22433,-1.69036,0.024727,28.08
-2.20767,-1.71598,0.0247676,28.09
-2.19076,-1.74149,0.0248091,28.1
-2.1736,-1.76688,0.0248514,28.11
-2.15618,-1.79215,0.0248947,28.12
-2.1385,-1.81729,0.024939,28.13
-2.12058,-1.84231,0.0249841,28.14
-2.10241,-1.8672,0.0250302,28.15
-2.08398,-1.89196,0.0250773,28.16
-2.06532,-1.91659,0.0251252,28.17
-2.0464,-1.94107,0.0251742,28.18
-2.02724,-1.96542,0.0252241,28.19
-2.00784,-1.98962,0.025275,28.2
-1.9882,-2.01368,0.0253268,28.21
-1.96831,-2.03759,0.0253796,28.22
-1.94819,-2.06135,0.0254335,28.23
-1.92783,-2.08495,0.0254883,28.24
-1.90724,-2.1084,0.0255441,28.25
-1.88641,-2.13169,0.0256009,28.26
-1.86535,-2.15482,0.0256587,28.27
-1.84406,-2.17778,0.0257175,28.28
-1.82254,-2.20058,0.0257774,28.29
-1.80079,-2.2232,0.0258382,28.3
-1.77881,-2.24566,0.0259002,28.31
-1.75662,-2.26794,0.0259631,28.32
-1.7342,-2.29004,0.0260272,28.33
-1.71156,-2.31196,0.0260923,28.34
-1.6887,-2.3337,0.0261584,28.35
-1.66562,-2.35525,0.0262257,28.36
-1.64233,-2.37662,0.026294,28.37
-1.61883,-2.3978,0.0263634,28.38
-1.59511,-2.41878,0.0264339,28.39
-1.57119,-2.43957,0.0265055,28.4
-1.54706,-2.46016,0.0265782,28.41
-1.52272,-2.48055,0.0266521,28.42
-1.49819,-2.50074,0.0267271,28.43
-1.47345,-2.52072,0.0268032,28.44
-1.44851,-2.5405,0.0268805,28.45
-1.42337,-2.56007,0.026959,28.46
-1.39804,-2.57942,0.0270386,28.47
-1.37251,-2.59856,0.0271194,28.48
-1.3468,-2.61748,0.0272013,28.49
-1.3209,-2.63618,0.0272845,28.5
-1.29481,-2.65467,0.0273689,28.51
-1.26854,-2.67292,0.0274545,28.52
-1.24208,-2.69095,0.0275413,28.53
-1.21545,-2.70876,0.0276294,28.54
-1.18864,-2.72633,0.0277187,28.55
-1.16165,-2.74367,0.0278092,28.56
-1.13449,-2.76077,0.0279011,28.57
-1.10716,-2.77764,0.0279942,28.58
-1.07967,-2.79427,0.0280886,28.59
-1.052,-2.81065,0.0281843,28.6
-1.02418,-2.82679,0.0282813,28.61
-0.996194,-2.84269,0.0283796,28.62
-0.968051,-2.85833,0.0284792,28.63
-0.939753,-2.87373,0.0285802,28.64
-0.911301,-2.88888,0.0286826,28.65
-0.882699,-2.90377,0.0287863,28.66
-0.853949,-2.9184,0.0288914,28.67
-0.825054,-2.93278,0.0289978,28.68
-0.796016,-2.94689,0.0291057,28.69
-0.766839,-2.96075,0.029215,28.7
-0.737523,-2.97434,0.0293257,28.71
-0.708073,-2.98766,0.0294379,28.72
-0.678491,-3.00072,0.0295515,28.73
-0.648779,-3.0135,0.0296665,28.74
-0.618941,-3.02602,0.0297831,28.75
-0.588978,-3.03826,0.0299011,28.76
-0.558895,-3.05023,0.0300206,28.77
-0.528693,-3.06192,0.0301417,28.78
-0.498375,-3.07333,0.0302642,28.79
-0.467944,-3.08446,0.0303883,28.8
-0.437404,-3.09531,0.030514,28.81
-0.406756,-3.10587,0.0306412,28.82
-0.376004,-3.11615,0.03077,28.83
-0.34515,-3.12614,0.0309005,28.84
-0.314197,-3.13585,0.0310325,28.85
-0.283149,-3.14526,0.0311661,28.86
-0.252008,-3.15438,0.0313014,28.87
-0.220777,-3.16321,0.0314383,28.88
-0.18946,-3.17174,0.031577,28.89
-0.158058,-3.17998,0.0317172,28.9
-0.126575,-3.18792,0.0318592,28.91
-0.0950147,-3.19556,0.0320029,28.92
-0.0633791,-3.20291,0.0321483,28.93
-0.0316715,-3.20995,0.0322955,28.94
0.000104976,-3.21668,0.0324444,28.95
0.0319474,-3.22311,0.0325951,28.96
0.0638526,-3.22924,0.0327476,28.97
0.0958175,-3.23506,0.0329019,28.98
0.127839,-3.24057,0.033058,28.99
0.159914,-3.24578,0.033216,29
0.19204,-3.25067,0.0333758,29.01
0.224213,-3.25525,0.0335375,29.02
0.25643,-3.25952,0.033701,29.03
0.288688,-3.26347,0.0338665,29.04
0.320984,-3.26711,0.0340339,29.05
0.353315,-3.27044,0.0342032,29.06
0.385677,-3.27344,0.0343745,29.07
0.418068,-3.27613,0.0345477,29.08
0.450484,-3.27851,0.0347229,29.09
0.482922,-3.28056,0.0349001,29.1
0.515378,-3.28229,0.0350793,29.11
0.54785,-3.2837,0.0352606,29.12
0.580335,-3.28479,0.0354439,29.13
0.612828,-3.28556,0.0356293,29.14
0.645327,-3.286,0.0358168,29.15
0.677829,-3.28612,0.0360064,29.16
0.71033,-3.28591,0.0361981,29.17
0.742828,-3.28538,0.0363919,29.18
0.775317,-3.28452,0.0365879,29.19
0.807797,-3.28334,0.0367861,29.2
0.840262,-3.28183,0.0369864,29.21
0.872711,-3.27999,0.037189,29.22
0.905139,-3.27782,0.0373938,29.23
0.937543,-3.27533,0.0376008,29.24
0.96992,-3.2725,0.0378101,29.25
1.00227,-3.26935,0.0380216,29.26
1.03458,-3.26586,0.0382355,29.27
1.06686,-3.26205,0.0384516,29.28
1.09909,-3.2579,0.0386701,29.29
1.13129,-3.25343,0.0388909,29.3
1.16343,-3.24862,0.0391141,29.31
1.19553,-3.24349,0.0393397,29.32
1.22757,-3.23802,0.0395676,29.33
1.25955,-3.23222,0.039798,29.34
1.29148,-3.22609,0.0400308,29.35
1.32334,-3.21962,0.040266,29.36
1.35513,-3.21283,0.0405037,29.37
1.38685,-3.2057,0.0407439,29.38
1.4185,-3.19825,0.0409865,29.39
1.45008,-3.19046,0.0412317,29.4
1.48157,-3.18234,0.0414794,29.41
1.51298,-3.17389,0.0417296,29.42
1.5443,-3.16511,0.0419824,29.43
1.57553,-3.15599,0.0422377,29.44
1.60667,-3.14655,0.0424956,29.45
1.63771,-3.13678,0.0427561,29.46
1.66865,-3.12667,0.0430193,29.47
1.69948,-3.11624,0.043285,29.48
1.73021,-3.10548,0.0435534,29.49
1.76083,-3.09439,0.0438244,29.5
1.79134,-3.08297,0.0440981,29.51
1.82173,-3.07122,0.0443744,29.52
1.852,-3.05914,0.0446535,29.53
1.88214,-3.04674,0.0449352,29.54
1.91216,-3.03401,0.0452196,29.55
1.94205,-3.02096,0.0455068,29.56
1.9718,-3.00758,0.0457967,29.57
2.00142,-2.99388,0.0460893,29.58
2.0309,-2.97985,0.0463846,29.59
2.06023,-2.9655,0.0466827,29.6
2.08942,-2.95083,0.0469836,29.61
2.11846,-2.93584,0.0472872,29.62
2.14734,-2.92053,0.0475936,29.63
2.17607,-2.9049,0.0479028,29.64
2.20464,-2.88894,0.0482147,29.65
2.23305,-2.87268,0.0485294,29.66
2.26129,-2.85609,0.0488469,29.67
2.28936,-2.83919,0.0491672,29.68
2.31726,-2.82197,0.0494903,29.69
2.34499,-2.80445,0.0498162,29.7
2.37254,-2.7866,0.0501448,29.71
2.3999,-2.76845,0.0504763,29.72
2.42708,-2.74999,0.0508105,29.73
2.45407,-2.73122,0.0511475,29.74
2.48087,-2.71214,0.0514873,29.75
2.50748,-2.69276,0.0518299,29.76
2.53389,-2.67307,0.0521752,29.77
2.5601,-2.65308,0.0525233,29.78
2.5861,-2.63278,0.0528741,29.79
2.6119,-2.61218,0.0532277,29.8
2.63749,-2.59129,0.0535839,29.81
2.66287,-2.5701,0.0539429,29.82
2.68803,-2.54861,0.0543046,29.83
2.71297,-2.52683,0.054669,29.84
2.73769,-2.50475,0.055036,29.85
2.76219,-2.48238,0.0554057,29.86
2.78646,-2.45973,0.0557779,29.87
2.8105,-2.43678,0.0561528,29.88
2.83431,-2.41355,0.0565303,29.89
2.85788,-2.39003,0.0569103,29.9
2.88121,-2.36623,0.0572928,29.91
2.9043,-2.34215,0.0576779,29.92
2.92714,-2.3178,0.0580654,29.93
2.94974,-2.29316,0.0584553,29.94
2.97209,-2.26825,0.0588476,29.95
2.99418,-2.24306,0.0592423,29.96
3.01602,-2.21761,0.0596393,29.97
3.0376,-2.19188,0.0600386,29.98
3.05892,-2.16589,0.0604402,29.99
3.07997,-2.13963,0.0608439,30
3.10076,-2.11311,0.0612498,30.01
3.12128,-2.08633,0.0616577,30.02
3.14153,-2.05929,0.0620677,30.03
3.1615,-2.032,0.0624798,30.04
3.18119,-2.00444,0.0628937,30.05
3.20061,-1.97664,0.0633095,30.06
3.21974,-1.94859,0.0637272,30.07
3.23859,-1.92029,0.0641466,30.08
3.25715,-1.89174,0.0645677,30.09
3.27542,-1.86296,0.0649904,30.1
3.2934,-1.83393,0.0654146,30.11
3.31109,-1.80466,0.0658404,30.12
3.32848,-1.77516,0.0662675,30.13
3.34557,-1.74543,0.066696,30.14
3.36235,-1.71546,0.0671256,30.15
3.37884,-1.68527,0.0675565,30.16
3.39501,-1.65485,0.0679884,30.17
3.41088,-1.62421,0.0684213,30.18
3.42644,-1.59335,0.068855,30.19
3.44168,-1.56227,0.0692896,30.2
3.45661,-1.53098,0.0697248,30.21
3.47123,-1.49947,0.0701606,30.22
3.48552,-1.46776,0.0705969,30.23
3.49949,-1.43584,0.0710335,30.24
3.51314,-1.40372,0.0714704,30.25
3.52646,-1.37139,0.0719075,30.26
3.53946,-1.33887,0.0723445,30.27
3.55212,-1.30616,0.0727815,30.28
3.56446,-1.27325,0.0732182,30.29
3.57646,-1.24015,0.0736546,30.3
3.58812,-1.20686,0.0740905,30.31
3.59945,-1.1734,0.0745258,30.32
3.61044,-1.13975,0.0749604,30.33
3.62109,-1.10592,0.075394,30.34
3.63139,-1.07193,0.0758267,30.35
3.64135,-1.03776,0.0762581,30.36
3.65097,-1.00342,0.0766882,30.37
3.66023,-0.968915,0.0771168,30.38
3.66915,-0.93425,0.0775438,30.39
3.67772,-0.899427,0.077969,30.4
3.68593,-0.864449,0.0783923,30.41
3.69379,-0.829318,0.0788134,30.42
3.7013,-0.794039,0.0792323,30.43
3.70845,-0.758614,0.0796486,30.44
3.71524,-0.723047,0.0800624,30.45
3.72167,-0.687341,0.0804734,30.46
3.72774,-0.651499,0.0808813,30.47
3.73344,-0.615524,0.0812861,30.48
3.73878,-0.579421,0.0816876,30.49
3.74376,-0.543192,0.0820855,30.5
3.74837,-0.506841,0.0824797,30.51
3.75262,-0.470371,0.08287,30.52
3.75649,-0.433785,0.0832562,30.53
3.76,-0.397088,0.0836381,30.54
3.76313,-0.360282,0.0840156,30.55
3.76589,-0.323371,0.0843883,30.56
3.76828,-0.286359,0.0847561,30.57
3.7703,-0.249249,0.0851189,30.58
3.77194,-0.212045,0.0854763,30.59
3.77321,-0.174749,0.0858283,30.6
3.7741,-0.137367,0.0861746,30.61
3.77461,-0.0999005,0.0865149,30.62
3.77474,-0.0623542,0.0868492,30.63
3.7745,-0.0247315,0.0871771,30.64
3.77387,0.012964,0.0874985,30.65
3.77287,0.0507287,0.0878132,30.66
3.77148,0.0885588,0.0881209,30.67
3.76972,0.126451,0.0884215,30.68
3.76757,0.164401,0.0887147,30.69
3.76504,0.202405,0.0890003,30.7
3.76212,0.24046,0.0892782,30.71
3.75882,0.278563,0.0895481,30.72
3.75514,0.316708,0.0898098,30.73
3.75108,0.354893,0.0900631,30.74
3.74663,0.393113,0.0903079,30.75
3.74179,0.431366,0.0905438,30.76
3.73657,0.469646,0.0907708,30.77
3.73097,0.507952,0.0909886,30.78
3.72498,0.546277,0.091197,30.79
3.71861,0.58462,0.0913958,30.8
3.71185,0.622975,0.0915849,30.81
3.7047,0.661339,0.0917641,30.82
3.69717,0.699709,0.0919331,30.83
3.68925,0.73808,0.0920918,30.84
3.68095,0.776449,0.0922401,30.85
3.67226,0.814811,0.0923777,30.86
3.66319,0.853163,0.0925046,30.87
3.65374,0.891502,0.0926204,30.88
3.64389,0.929822,0.0927252,30.89
3.63367,0.968121,0.0928186,30.9
3.62306,1.00639,0.0929007,30.91
3.61207,1.04464,0.0929712,30.92
3.60069,1.08285,0.09303,30.93
3.58893,1.12102,0.093077,30.94
3.57679,1.15915,0.0931121,30.95
3.56427,1.19724,0.0931352,30.96
3.55136,1.23527,0.093146,30.97
3.53808,1.27326,0.0931447,30.98
3.52442,1.31119,0.093131,30.99
3.51037,1.34905,0.0931048,31
3.49595,1.38685,0.0930662,31.01
3.48115,1.42459,0.0930149,31.02
3.46598,1.46225,0.0929511,31.03
3.45042,1.49983,0.0928745,31.04
3.4345,1.53734,0.0927853,31.05
3.4182,1.57476,0.0926832,31.06
3.40152,1.61209,0.0925684,31.07
3.38448,1.64933,0.0924407,31.08
3.36706,1.68647,0.0923002,31.09
3.34927,1.72351,0.0921469,31.1
3.33111,1.76045,0.0919808,31.11
3.31259,1.79729,0.0918018,31.12
3.2937,1.83401,0.0916102,31.13
3.27444,1.87061,0.0914057,31.14
3.25482,1.9071,0.0911886,31.15
3.23484,1.94346,0.0909589,31.16
3.21449,1.97969,0.0907166,31.17
3.19379,2.0158,0.0904619,31.18
3.17273,2.05177,0.0901947,31.19
3.15131,2.0876,0.0899152,31.2
3.12953,2.12329,0.0896236,31.21
3.1074,2.15883,0.0893198,31.22
3.08492,2.19422,0.0890041,31.23
3.06209,2.22946,0.0886766,31.24
3.03891,2.26454,0.0883374,31.25
3.01538,2.29946,0.0879867,31.26
2.99151,2.33421,0.0876246,31.27
2.96729,2.36879,0.0872512,31.28
2.94273,2.4032,0.0868669,31.29
2.91783,2.43744,0.0864718,31.3
2.89259,2.47149,0.086066,31.31
2.86701,2.50536,0.0856497,31.32
2.8411,2.53904,0.0852233,31.33
2.81486,2.57253,0.0847868,31.34
2.78829,2.60582,0.0843406,31.35
2.76138,2.63892,0.0838849,31.36
2.73416,2.67181,0.0834198,31.37
2.7066,2.70449,0.0829457,31.38
2.67873,2.73697,0.0824628,31.39
2.65054,2.76923,0.0819714,31.4
2.62202,2.80127,0.0814717,31.41
2.5932,2.8331,0.080964,31.42
2.56406,2.86469,0.0804486,31.43
2.5346,2.89606,0.0799258,31.44
2.50484,2.9272,0.0793958,31.45
2.47478,2.95811,0.078859,31.46
2.44441,2.98877,0.0783156,31.47
2.41374,3.01919,0.077766,31.48
2.38277,3.04937,0.0772104,31.49
2.3515,3.07929,0.0766492,31.5
2.31994,3.10897,0.0760826,31.51
2.28809,3.13838,0.0755109,31.52
2.25595,3.16754,0.0749346,31.53
2.22353,3.19644,0.0743538,31.54
2.19082,3.22506,0.0737689,31.55
2.15783,3.25342,0.0731802,31.56
2.12457,3.28151,0.072588,31.57
2.09103,3.30932,0.0719927,31.58
2.05721,3.33685,0.0713945,31.59
2.02313,3.36409,0.0707938,31.6
1.98878,3.39105,0.0701908,31.61
1.95417,3.41772,0.0695858,31.62
1.9193,3.4441,0.0689793,31.63
1.88416,3.47018,0.0683714,31.64
1.84878,3.49596,0.0677624,31.65
1.81314,3.52144,0.0671527,31.66
1.77726,3.54662,0.0665426,31.67
1.74112,3.57148,0.0659323,31.68
1.70475,3.59604,0.0653221,31.69
1.66814,3.62028,0.0647124,31.7
1.63129,3.6442,0.0641032,31.71
1.5942,3.6678,0.0634951,31.72
1.55689,3.69108,0.0628881,31.73
1.51935,3.71403,0.0622826,31.74
1.48159,3.73665,0.0616787,31.75
1.4436,3.75894,0.0610769,31.76
1.4054,3.78089,0.0604772,31.77
1.36699,3.80251,0.05988,31.78
1.32837,3.82378,0.0592854,31.79
1.28954,3.84471,0.0586936,31.8
1.2505,3.8653,0.058105,31.81
1.21127,3.88553,0.0575196,31.82
1.17184,3.90542,0.0569377,31.83
1.13221,3.92495,0.0563594,31.84
1.0924,3.94412,0.0557851,31.85
1.0524,3.96293,0.0552147,31.86
1.01222,3.98138,0.0546486,31.87
0.97186,3.99947,0.0540868,31.88
0.931325,4.01718,0.0535295,31.89
0.890618,4.03453,0.0529768,31.9
0.849743,4.05151,0.052429,31.91
0.808703,4.06811,0.051886,31.92
0.767503,4.08433,0.0513481,31.93
0.726147,4.10017,0.0508154,31.94
0.684637,4.11564,0.0502879,31.95
0.642977,4.13071,0.0497658,31.96
0.601173,4.1454,0.0492491,31.97
0.559226,4.15971,0.048738,31.98
0.517142,4.17362,0.0482325,31.99
0.474923,4.18714,0.0477326,32
0.432574,4.20026,0.0472386,32.01
0.390099,4.21299,0.0467503,32.02
0.347502,4.22531,0.0462679,32.03
0.304786,4.23724,0.0457914,32.04
0.261956,4.24876,0.0453209,32.05
0.219015,4.25988,0.0448563,32.06
0.175968,4.27059,0.0443978,32.07
0.132818,4.28089,0.0439452,32.08
0.0895696,4.29078,0.0434987,32.09
0.0462268,4.30026,0.0430582,32.1
0.00279361,4.30932,0.0426238,32.11
-0.0407258,4.31797,0.0421955,32.12
-0.0843274,4.3262,0.0417731,32.13
-0.128007,4.334,0.0413568,32.14
-0.171761,4.34139,0.0409466,32.15
-0.215584,4.34836,0.0405423,32.16
-0.259473,4.3549,0.040144,32.17
-0.303424,4.36101,0.0397516,32.18
-0.347431,4.3667,0.0393651,32.19
-0.391492,4.37196,0.0389846,32.2
-0.435601,4.37679,0.0386098,32.21
-0.479755,4.38119,0.0382409,32.22
-0.52395,4.38515,0.0378777,32.23
-0.56818,4.38868,0.0375202,32.24
-0.612442,4.39178,0.0371684,32.25
-0.656731,4.39444,0.0368221,32.26
-0.701044,4.39666,0.0364814,32.27
-0.745375,4.39844,0.0361462,32.28
-0.789721,4.39978,0.0358165,32.29
-0.834077,4.40069,0.0354921,32.3
-0.878439,4.40115,0.035173,32.31
-0.922802,4.40117,0.0348592,32.32
-0.967162,4.40074,0.0345505,32.33
-1.01152,4.39987,0.034247,32.34
-1.05586,4.39855,0.0339485,32.35
-1.10018,4.39679,0.033655,32.36
-1.14449,4.39458,0.0333664,32.37
-1.18877,4.39193,0.0330826,32.38
-1.23302,4.38883,0.0328036,32.39
-1.27723,4.38527,0.0325294,32.4
-1.32141,4.38127,0.0322597,32.41
-1.36555,4.37682,0.0319946,32.42
-1.40963,4.37192,0.031734,32.43
-1.45367,4.36657,0.0314779,32.44
-1.49765,4.36076,0.031226,32.45
-1.54157,4.35451,0.0309785,32.46
-1.58543,4.3478,0.0307352,32.47
-1.62921,4.34064,0.030496,32.48
-1.67292,4.33303,0.0302609,32.49
-1.71655,4.32497,0.0300298,32.5
-1.7601,4.31645,0.0298026,32.51
-1.80357,4.30748,0.0295793,32.52
-1.84694,4.29806,0.0293598,32.53
-1.89021,4.28819,0.029144,32.54
-1.93339,4.27786,0.0289319,32.55
-1.97645,4.26709,0.0287234,32.56
-2.01941,4.25586,0.0285185,32.57
-2.06226,4.24417,0.028317,32.58
-2.10498,4.23204,0.028119,32.59
-2.14758,4.21945,0.0279243,32.6
-2.19006,4.20642,0.0277329,32.61
-2.2324,4.19293,0.0275448,32.62
-2.2746,4.17899,0.0273598,32.63
-2.31667,4.1646,0.027178,32.64
-2.35858,4.14976,0.0269992,32.65
-2.40035,4.13448,0.0268235,32.66
-2.44196,4.11874,0.0266507,32.67
-2.48342,4.10256,0.0264808,32.68
-2.52471,4.08593,0.0263137,32.69
-2.56583,4.06886,0.0261495,32.7
-2.60678,4.05134,0.025988,32.71
-2.64755,4.03337,0.0258293,32.72
-2.68815,4.01496,0.0256732,32.73
-2.72855,3.99611,0.0255197,32.74
-2.76877,3.97682,0.0253687,32.75
-2.80879,3.95708,0.0252203,32.76
-2.84861,3.93691,0.0250744,32.77
-2.88823,3.9163,0.0249309,32.78
-2.92765,3.89525,0.0247897,32.79
-2.96685,3.87376,0.024651,32.8
-3.00583,3.85184,0.0245145,32.81
-3.04459,3.82949,0.0243803,32.82
-3.08313,3.8067,0.0242484,32.83
-3.12144,3.78348,0.0241186,32.84
-3.15952,3.75983,0.023991,32.85
-3.19736,3.73576,0.0238655,32.86
-3.23495,3.71126,0.0237421,32.87
-3.2723,3.68633,0.0236208,32.88
-3.3094,3.66098,0.0235014,32.89
-3.34625,3.63521,0.0233841,32.9
-3.38283,3.60902,0.0232687,32.91
-3.41916,3.58241,0.0231552,32.92
-3.45521,3.55538,0.0230437,32.93
-3.491,3.52794,0.022934,32.94
-3.5265,3.50008,0.0228261,32.95
-3.56173,3.47182,0.0227201,32.96
-3.59668,3.44314,0.0226158,32.97
-3.63134,3.41406,0.0225133,32.98
-3.6657,3.38458,0.0224125,32.99
-3.69977,3.35469,0.0223134,33
-3.73354,3.3244,0.022216,33.01
-3.76701,3.29372,0.0221202,33.02
-3.80017,3.26263,0.0220261,33.03
-3.83301,3.23116,0.0219336,33.04
-3.86554,3.19929,0.0218427,33.05
-3.89775,3.16703,0.0217533,33.06
-3.92964,3.13439,0.0216655,33.07
-3.9612,3.10136,0.0215792,33.08
-3.99243,3.06795,0.0214944,33.09
-4.02333,3.03416,0.021411,33.1
-4.05388,3,0.0213292,33.11
-4.0841,2.96546,0.0212487,33.12
-4.11396,2.93055,0.0211697,33.13
-4.14348,2.89527,0.0210922,33.14
-4.17264,2.85963,0.021016,33.15
-4.20145,2.82362,0.0209411,33.16
